Lat,Lon,ANPP,MAT,MAP,SOL,PET,AI,STN,SOC,PH,BD,CN,SILT,CLAY,ELEV,ASP,SLOPE,Formation
44.61,81.46,71.2,0.137667,357,178696,932,3830,0.671912,6.71376,6.86513,1.14434,9.98675,42.045,20.8114,2152,126.221,3.54129,"Alpine Scrub, Forb Meadow & Grassland"
44.6,81.61,62.9,3.91333,331,179078,1183,2793,0.589628,4.33424,6.98704,1.14336,7.3471,40.7806,20.5772,1715,49.9977,4.27581,"Alpine Scrub, Forb Meadow & Grassland"
44.47,121.18,121.2,6.793,392,182887,1470,2665,0.491718,3.75086,7.40099,1.36289,7.63277,28.9035,17.5613,214,113.679,0.0938375,"Temperate Grassland, Meadow & Shrubland"
44.75,120.76,123.5,6.105,378,182671,1435,2632,0.551846,4.93462,7.23106,1.34116,8.94164,25.5816,14.3132,345,78.5136,1.40324,"Temperate Grassland, Meadow & Shrubland"
44.39,120.91,162.7,7.06567,384,183476,1489,2578,0.50819,4.20666,7.28794,1.37425,8.27968,37.3508,20.695,285,169.061,1.52192,"Temperate Grassland, Meadow & Shrubland"
44.35,120.51,272.7,6.22167,386,183674,1449,2658,0.495134,4.19658,7.21216,1.33222,8.4753,33.6316,18.1902,423,254.531,1.05307,"Temperate Grassland, Meadow & Shrubland"
44.5,117.35,207.3,1.10833,304,182406,1186,2561,0.51088,4.8593,7.1193,1.3211,9.5117,17.236,12.174,1063,338.943,0.490355,"Temperate Grassland, Meadow & Shrubland"
44.72,117.46,267.2,1.21267,297,181652,1191,2497,0.510093,4.74464,7.11698,1.33698,9.3035,18.4995,12.5231,1042,219.607,0.862417,"Temperate Grassland, Meadow & Shrubland"
44.14,84.83,105.6,4.90633,224,179853,1328,1686,0.473315,6.73344,7.27437,1.2461,14.2048,42.4258,21.4133,1550,328.719,6.18694,"Alpine Scrub, Forb Meadow & Grassland"
44.49,81.15,125.7,0.835,393,177383,939,4181,0.686618,9.5287,6.83826,1.10296,13.8866,37.3448,23.2048,2063,223.796,5.72229,"Alpine Scrub, Forb Meadow & Grassland"
44.5,81.22,314.1,-0.365,380,178545,877,4334,0.68056,8.4756,6.88692,1.13966,12.4538,39.2366,22.1568,2195,345.664,5.46211,"Alpine Scrub, Forb Meadow & Grassland"
44.62,81.38,123,0.847333,359,178601,947,3793,0.656335,4.11838,6.81153,1.14172,6.27479,42.2811,20.9942,2105,204.695,1.30838,"Alpine Scrub, Forb Meadow & Grassland"
44.6,117.75,291.5,1.01667,323,180785,1180,2735,0.54007,7.0048,6.8982,1.2449,12.97,12.96,8.3907,1135,278.152,2.41637,"Temperate Grassland, Meadow & Shrubland"
44.63,117.74,358.4,0.825333,321,180659,1173,2737,0.54883,6.98798,6.93274,1.25219,12.7348,15.0948,9.02766,1154,243.776,1.77459,"Temperate Grassland, Meadow & Shrubland"
44.61,117.69,236.9,1.292,316,180710,1189,2653,0.515523,5.90617,7.01167,1.26464,11.4562,17.3295,10.4125,1067,156.406,1.34691,"Temperate Grassland, Meadow & Shrubland"
44.35,80.97,288.8,6.95167,308,181541,1324,2324,0.507076,5.92892,7.2701,1.19464,11.6276,39.3606,22.9306,1241,295.838,10.5653,"Alpine Scrub, Forb Meadow & Grassland"
44.61305556,120.7219444,194.3,6.42703,387,182864,1458,2651,0.504363,4.34146,7.20806,1.33553,8.60541,29.7708,18.5797,368,136.858,1.79915,"Temperate Grassland, Meadow & Shrubland"
44.51305556,120.5,216.38,4.94472,385,185009,1370,2809,0.598893,6.36922,6.61765,1.21831,10.6362,25.2726,15.877,652,212.342,3.46956,"Temperate Grassland, Meadow & Shrubland"
44.63333333,120.85,148.7,6.725,376,183867,1464,2566,0.50507,4.1289,7.2696,1.3582,8.1749,32.936,17.502,294,81.0176,0.636847,"Temperate Grassland, Meadow & Shrubland"
44.63333333,120.85,200.5,6.725,376,183867,1464,2566,0.50507,4.1289,7.2696,1.3582,8.1749,32.936,17.502,294,81.0176,0.636847,"Temperate Grassland, Meadow & Shrubland"
44.63333333,120.85,259.6,6.725,376,183867,1464,2566,0.50507,4.1289,7.2696,1.3582,8.1749,32.936,17.502,294,81.0176,0.636847,"Temperate Grassland, Meadow & Shrubland"
44.63333333,120.85,153,6.725,376,183867,1464,2566,0.50507,4.1289,7.2696,1.3582,8.1749,32.936,17.502,294,81.0176,0.636847,"Temperate Grassland, Meadow & Shrubland"
44.63333333,120.85,84.7,6.725,376,183867,1464,2566,0.50507,4.1289,7.2696,1.3582,8.1749,32.936,17.502,294,81.0176,0.636847,"Temperate Grassland, Meadow & Shrubland"
44.63333333,120.85,126.5,6.725,376,183867,1464,2566,0.50507,4.1289,7.2696,1.3582,8.1749,32.936,17.502,294,81.0176,0.636847,"Temperate Grassland, Meadow & Shrubland"
44.63333333,120.85,107.1,6.725,376,183867,1464,2566,0.50507,4.1289,7.2696,1.3582,8.1749,32.936,17.502,294,81.0176,0.636847,"Temperate Grassland, Meadow & Shrubland"
44.63333333,120.85,92.9,6.725,376,183867,1464,2566,0.50507,4.1289,7.2696,1.3582,8.1749,32.936,17.502,294,81.0176,0.636847,"Temperate Grassland, Meadow & Shrubland"
45.05,121.45,243.1,6.31667,393,182197,1437,2733,0.51149,4.525,7.3881,1.3222,8.8467,24.302,15.808,249,132.582,0.0767416,"Temperate Grassland, Meadow & Shrubland"
45.05,121.45,247.1,6.31667,393,182197,1437,2733,0.51149,4.525,7.3881,1.3222,8.8467,24.302,15.808,249,132.582,0.0767416,"Temperate Grassland, Meadow & Shrubland"
44.58333333,117.5333333,197.7,1.375,313,180624,1179,2653,0.50468,6.002,7.0626,1.2822,11.893,20.003,11.757,1075,132.82,1.61097,"Temperate Grassland, Meadow & Shrubland"
44.51666667,118.5,194.4,0.683334,375,178427,1170,3202,0.51547,6.6153,6.8685,1.265,12.834,23.408,13.394,1256,83.9974,2.06397,"Temperate Grassland, Meadow & Shrubland"
44.61666667,117.7166667,166.8,1.06667,319,180566,1181,2699,0.51598,6.0094,6.9793,1.2682,11.647,16.269,9.7849,1088,176.029,1.53789,"Temperate Grassland, Meadow & Shrubland"
44.4,117.7333333,129.1,1.05833,342,179402,1173,2914,0.62114,7.0676,6.8962,1.2457,11.378,23.189,12.985,1249,182.383,2.02748,"Temperate Grassland, Meadow & Shrubland"
44.76666667,86.23333333,257.5,7.14167,147,180320,1484,990,0.32723,3.4141,7.9763,1.279,10.434,34.548,18.822,360,131.127,0.102449,"Alpine Scrub, Forb Meadow & Grassland"
44.63333333,123.85,256.2,5.70833,449,177496,1295,3466,0.60239,6.4287,7.4809,1.2644,10.672,21.827,22.927,152,248.598,0.0625167,"Temperate Grassland, Meadow & Shrubland"
44.63333333,123.85,185.7,5.70833,449,177496,1295,3466,0.60239,6.4287,7.4809,1.2644,10.672,21.827,22.927,152,248.598,0.0625167,"Temperate Grassland, Meadow & Shrubland"
44.51305556,120.5,198,4.94472,385,185009,1370,2809,0.598893,6.36922,6.61765,1.21831,10.6362,25.2726,15.877,652,212.342,3.46956,"Temperate Grassland, Meadow & Shrubland"
44.5,118.5,216.38,0.591667,375,178510,1165,3218,0.53848,6.8889,6.8374,1.2534,12.793,24.751,15.338,1259,264.176,2.52999,"Temperate Grassland, Meadow & Shrubland"
44.6,117.7166667,202.72,1.20833,318,180721,1186,2679,0.50717,5.996,7.1259,1.2928,11.822,16.333,9.1146,1075,157.119,1.34566,"Temperate Grassland, Meadow & Shrubland"
44.58333333,123.5,235,6.06667,434,179257,1341,3235,0.61578,6.0585,7.4239,1.266,9.8388,34.228,27.135,148,25.6377,0.187202,"Temperate Grassland, Meadow & Shrubland"
44.475,117.9916667,140.4826667,0.641667,343,180247,1165,2941,0.49653,6.0124,6.888,1.2707,12.109,20.59,12.626,1124,100.99,1.48342,"Temperate Grassland, Meadow & Shrubland"
44.2,-112.1,141.7088,5.36667,266,177436,1324,2007,0.5666,5.1179,7.2493,1.5554,9.0327,37.394,21.294,1670,242.767,1.03555,Cool Semi-Desert Scrub & Grassland
44.2,116.23,154.95,1.885,269,185206,1276,2104,0.503152,4.73838,7.08644,1.37768,9.41524,31.261,15.8454,1073,142.307,1.76808,"Temperate Grassland, Meadow & Shrubland"
44.25,116.38,300.68,1.45167,269,184608,1246,2157,0.521348,3.97762,7.04886,1.45856,7.63072,28.5688,16.047,1047,248.563,0.346841,"Temperate Grassland, Meadow & Shrubland"
44.7,120.85,243.5,6.56667,392,181587,1465,2675,0.53308,4.3608,7.1963,1.315,8.1803,32.135,20.235,356,185.358,1.12844,"Temperate Grassland, Meadow & Shrubland"
44.625,-110.085,187.234,0.695,602,171342,1071,5622,0.613034,8.03724,5.8816,1.64182,13.1108,38.0742,15.5976,2516,300.383,8.0576,Cool Semi-Desert Scrub & Grassland
44.6,123.54,675.6756667,6.03667,420,180446,1336,3145,0.588,6.259,7.401,1.26902,10.6444,22.2998,17.4226,140,0,0.0352237,"Temperate Grassland, Meadow & Shrubland"
44.6,123.54,465.4653333,6.03667,420,180446,1336,3145,0.588,6.259,7.401,1.26902,10.6444,22.2998,17.4226,140,0,0.0352237,"Temperate Grassland, Meadow & Shrubland"
44.46,-93.15,494.094,7.05,788,156515,1081,7287,0.637864,6.4227,6.09578,1.53524,10.0882,39.2426,15.6298,290,310.292,0.448369,"Temperate Grassland, Meadow & Shrubland"
44.46,-93.15,546.282,7.05,788,156515,1081,7287,0.637864,6.4227,6.09578,1.53524,10.0882,39.2426,15.6298,290,310.292,0.448369,"Temperate Grassland, Meadow & Shrubland"
44.57416667,123.5186111,236.747,6.07572,435,178990,1338,3252,0.611608,6.17581,7.3083,1.26822,10.0978,34.8148,26.0867,148,21.2153,0.233875,"Temperate Grassland, Meadow & Shrubland"
44.56666667,122.9166667,241.272,6.39167,431,179516,1390,3100,0.54058,5.1701,7.4511,1.3168,9.5641,22.377,21.494,151,15.8064,0.0402166,"Temperate Grassland, Meadow & Shrubland"
44.56666667,122.9166667,221.386,6.39167,431,179516,1390,3100,0.54058,5.1701,7.4511,1.3168,9.5641,22.377,21.494,151,15.8064,0.0402166,"Temperate Grassland, Meadow & Shrubland"
44.7,123.7583333,224.02,5.73333,436,178654,1312,3321,0.63034,6.3818,7.5524,1.2585,10.124,25.571,24.303,153,78.2001,0.0745932,"Temperate Grassland, Meadow & Shrubland"
43.3,112.26,28.8,4.25167,186,193308,1563,1190,0.487458,1.89622,7.61506,1.42844,3.89016,19.6878,22.8742,1031,103.04,0.676831,Cool Semi-Desert Scrub & Grassland
43.17,112.95,37.2,4.745,215,190277,1581,1358,0.477726,2.34216,7.67478,1.47054,4.89972,18.452,10.777,1049,239.213,0.694937,Cool Semi-Desert Scrub & Grassland
43.33,113.07,62.9,4.62667,199,191587,1580,1258,0.495939,2.34278,7.58973,1.26786,4.72308,32.1748,19.2312,954,41.9356,0.23732,Cool Semi-Desert Scrub & Grassland
43.54,113.25,26.5,3.64333,196,192340,1505,1299,0.489726,2.54402,7.57372,1.4677,5.1937,34.773,21.172,1015,280.605,0.709227,Cool Semi-Desert Scrub & Grassland
43.92,114.43,61.9,2.44333,219,188407,1412,1548,0.514676,2.32885,7.25474,1.47581,4.52496,40.916,22.4838,1008,290.087,0.369015,Cool Semi-Desert Scrub & Grassland
43.11,112.89,18.4,4.53067,211,191182,1580,1334,0.483669,2.29699,7.64118,1.48322,4.74881,24.1741,12.6333,1064,187.298,0.263759,Cool Semi-Desert Scrub & Grassland
43.62,112.62,30.9,3.645,188,192751,1515,1241,0.488518,1.88954,7.54564,1.33624,3.86784,21.9598,14.9939,972,336.497,0.336334,Cool Semi-Desert Scrub & Grassland
43.78,112.63,32.4,3.83567,178,193432,1537,1155,0.495316,1.96695,7.5946,1.30364,3.97118,22.6588,18.623,924,198.06,0.196269,Cool Semi-Desert Scrub & Grassland
43.28,112.29,9.5,4.33767,187,193428,1571,1186,0.485958,1.90852,7.61452,1.34863,3.92687,15.9766,20.486,1006,168.737,0.15325,Cool Semi-Desert Scrub & Grassland
43.58,112.03,36.7,3.999,177,193298,1560,1134,0.497904,1.87261,7.62799,1.34811,3.7603,12.1732,12.0858,956,186.094,0.105769,Cool Semi-Desert Scrub & Grassland
43.96,85.77,95.8,6.055,193,180195,1390,1384,0.389036,5.39012,7.81289,1.30248,13.8363,39.3662,20.5416,1132,300.045,1.82609,"Alpine Scrub, Forb Meadow & Grassland"
43.38,83.16,143.3,7.15467,203,185150,1367,1487,0.515764,6.83903,7.16772,1.18968,13.23,36.5077,22.7139,1182,318.468,7.25025,"Alpine Scrub, Forb Meadow & Grassland"
43.39,82.24,143.6,8.84767,212,186196,1453,1457,0.373144,5.10213,7.9644,1.29802,13.6853,36.4734,21.5042,894,101.107,2.02226,"Alpine Scrub, Forb Meadow & Grassland"
43.16,81.69,154.6,7.185,250,184139,1351,1852,0.536713,7.01157,7.36892,1.20328,13.0178,40.7117,21.7096,1338,66.7684,2.57856,"Alpine Scrub, Forb Meadow & Grassland"
43.7,91.41,165.9,3.07833,117,186362,1412,827,0.526438,2.75382,7.56768,1.2645,5.23118,30.2322,23.4852,1684,66.0188,0.800474,"Alpine Scrub, Forb Meadow & Grassland"
43.93,116.29,74.7,1.20933,290,184856,1232,2349,0.51469,4.7315,7.08895,1.39583,9.19531,21.7696,12.3979,1226,143.591,1.48385,"Temperate Grassland, Meadow & Shrubland"
43.89,116.36,128.7,1.234,291,185280,1228,2366,0.524266,5.80195,7.09891,1.30661,11.0582,23.0718,13.5908,1209,31.4669,1.53903,"Temperate Grassland, Meadow & Shrubland"
43.74,116.11,88.9,2.64833,278,185617,1311,2119,0.521382,3.89802,7.04366,1.46498,7.47596,24.8426,14.204,1072,14.5056,0.199491,"Temperate Grassland, Meadow & Shrubland"
43.54,116.13,101.5,1.033,305,185000,1209,2523,0.526152,4.32876,7.08282,1.33552,8.22778,14.1847,12.5324,1345,275.636,0.461782,"Temperate Grassland, Meadow & Shrubland"
44.08,115.91,59.8,2.784,255,185730,1327,1918,0.498975,3.45352,7.10979,1.48249,6.92098,38.11,18.4302,995,25.693,1.10091,"Temperate Grassland, Meadow & Shrubland"
43.93,115.85,56.7,2.29333,264,185395,1306,2020,0.524462,3.87812,7.03436,1.3887,7.38638,36.348,18.3978,1111,45.7599,1.78146,"Temperate Grassland, Meadow & Shrubland"
43.9,115.31,89.1,1.82167,246,187134,1318,1868,0.512476,3.34554,7.09148,1.42724,6.52894,38.1776,19.7978,1192,54.6049,0.754909,"Temperate Grassland, Meadow & Shrubland"
43.88,114.22,17,2.57467,216,189015,1422,1521,0.512105,2.34985,7.26193,1.46523,4.5886,35.6545,20.741,1033,122.826,0.37385,Cool Semi-Desert Scrub & Grassland
43.86,114.16,31.3,2.819,216,188666,1436,1506,0.508469,2.4268,7.22318,1.48068,4.77282,42.7564,23.0472,1031,149.391,0.707281,Cool Semi-Desert Scrub & Grassland
43.48,117.17,188.8,0.21,354,183229,1135,3115,0.515036,5.69404,6.861,1.25629,11.0511,22.9738,13.1365,1336,321.283,0.533151,"Temperate Grassland, Meadow & Shrubland"
43.55,116.68,217.9,1.03667,320,184193,1192,2687,0.512326,4.61856,7.00426,1.28772,9.01496,15.8706,11.2828,1261,331.486,0.372219,"Temperate Grassland, Meadow & Shrubland"
43.75,116.6,152.4,1.075,309,184316,1202,2569,0.48307,5.01,7.1734,1.3212,10.371,21.723,11.805,1225,322.881,1.02072,"Temperate Grassland, Meadow & Shrubland"
43.82,116.5,183.7,1.43167,298,184905,1230,2420,0.531014,5.09358,7.08418,1.31176,9.59604,22.759,13.2848,1126,105.347,1.80726,"Temperate Grassland, Meadow & Shrubland"
43.91,115.43,310.1,2.02767,243,187414,1323,1837,0.507758,3.50306,7.10105,1.45857,6.89723,36.0109,17.9828,1140,30.5732,0.614708,"Temperate Grassland, Meadow & Shrubland"
43.96,114.75,120,1.74333,232,186707,1348,1722,0.5084,3.06202,7.10696,1.46838,6.02272,35.6196,18.5032,1113,148.673,0.875089,Cool Semi-Desert Scrub & Grassland
43.94,115.89,166.5,2.698,262,185419,1328,1973,0.513996,3.64193,7.06001,1.44791,7.09381,36.642,18.0398,1063,151.298,0.854345,"Temperate Grassland, Meadow & Shrubland"
43.94,85.78,154,5.84667,204,179960,1379,1480,0.504326,6.78201,7.72838,1.18117,13.4158,40.4229,21.3925,1229,220.714,5.37619,"Alpine Scrub, Forb Meadow & Grassland"
43.41,83.5,297,6.99333,194,185010,1352,1435,0.492612,7.77674,6.91068,1.22056,15.7818,37.9426,20.9356,1114,192.962,4.77722,"Alpine Scrub, Forb Meadow & Grassland"
43.38,81.87,103.4,5.80233,290,180923,1238,2341,0.570776,7.225,7.16745,1.17551,12.6486,45.0237,21.7582,1558,291.505,5.71216,"Alpine Scrub, Forb Meadow & Grassland"
43.14,81.36,300,3.31167,291,182425,1134,2563,0.592702,6.36618,6.73871,1.15859,10.7339,35.7542,23.677,1726,152.053,1.29619,"Alpine Scrub, Forb Meadow & Grassland"
43.9,82.15,95.2,7.65833,236,184251,1413,1669,0.42353,4.9495,7.825,1.3044,11.686,40.592,23.672,1060,217.204,1.62516,"Alpine Scrub, Forb Meadow & Grassland"
43.65,90.61,83.3,2.83833,155,182949,1360,1137,0.592058,3.70338,7.16812,1.27946,6.25444,44.388,18.0572,1844,218.282,4.77127,"Alpine Scrub, Forb Meadow & Grassland"
43.76,90.3,63.2,4.16333,140,184726,1428,980,0.452914,3.18852,7.52476,1.30464,7.04088,26.6704,13.9332,1488,270.477,4.69809,"Alpine Scrub, Forb Meadow & Grassland"
43.69,89.92,129,4.23433,140,186690,1434,977,0.41757,3.62252,7.58005,1.31501,8.65452,24.5201,15.5714,1326,335.454,1.90754,"Alpine Scrub, Forb Meadow & Grassland"
43.54,87.18,135.3,4.14067,240,177109,1342,1786,0.560584,5.94601,7.58145,1.25968,10.5869,45.0318,21.8071,1722,319.517,3.29602,"Alpine Scrub, Forb Meadow & Grassland"
43.48,116.76,250.3,0.627667,330,184104,1167,2822,0.528355,5.84765,6.94396,1.27276,11.0663,25.37,13.982,1299,260.163,1.11735,"Temperate Grassland, Meadow & Shrubland"
43.81,86.49,169.1,5.06267,227,177472,1352,1678,0.526371,8.02527,7.40823,1.2202,15.2279,41.4598,21.7725,1457,41.644,3.46967,"Alpine Scrub, Forb Meadow & Grassland"
43.66,84.4,133.4,-3.005,314,175652,762,4116,0.84539,12.0164,6.73682,1.02478,14.218,35.5294,19.0302,2476,224.934,7.11313,"Alpine Scrub, Forb Meadow & Grassland"
43.45,84.42,110.5,-4.79167,373,172443,669,5564,0.76179,8.94844,6.55736,1.06364,11.7466,38.3878,10.7495,3148,221.146,5.05151,"Alpine Scrub, Forb Meadow & Grassland"
43.15,84.37,141.2,-3.675,291,176991,778,3740,0.783504,11.215,6.6879,1.044,14.3138,40.367,19.0754,2604,116.993,9.79294,"Alpine Scrub, Forb Meadow & Grassland"
43.16,84.37,160.7,-3.72033,305,176538,758,4016,0.759648,11.4571,6.76091,1.06091,15.1168,41.5441,17.9637,2693,71.7881,13.8317,"Alpine Scrub, Forb Meadow & Grassland"
43.3,84.03,155.3,4.22333,210,183061,1139,1841,0.565204,8.53506,6.80026,1.16482,15.1016,41.8592,21.2076,1490,104.878,5.53867,"Alpine Scrub, Forb Meadow & Grassland"
43.4,83.72,452.1,4.685,206,183839,1164,1772,0.569298,8.0486,6.92288,1.17494,14.1376,36.0314,21.5658,1359,8.62467,9.88755,"Alpine Scrub, Forb Meadow & Grassland"
43.21,81.13,441.9,3.082,353,179299,1058,3334,0.771494,9.23944,6.49032,1.08874,11.9872,39.3031,20.8888,2122,228.341,8.53024,"Alpine Scrub, Forb Meadow & Grassland"
43.47,87.17,342.5,1.30467,248,178354,1100,2257,0.729788,9.42811,6.71999,1.13524,12.9146,41.6758,19.2764,2115,69.8684,4.25905,"Alpine Scrub, Forb Meadow & Grassland"
44.05,120.15,218.5,6.375,389,183773,1477,2633,0.48096,4.2806,7.1441,1.3078,8.9001,35.249,18.476,491,48.3564,1.23533,"Temperate Grassland, Meadow & Shrubland"
43.90305556,120.8388889,119.29,6.73454,411,180664,1462,2807,0.450704,3.8844,7.3593,1.31653,8.61672,34.4423,18.8813,275,177.732,0.339093,"Temperate Grassland, Meadow & Shrubland"
43.58305556,120.9669444,68.19,6.85806,396,185580,1462,2707,0.499664,3.79029,6.97708,1.31152,7.58584,20.7005,19.443,263,300.466,0.0739406,"Temperate Grassland, Meadow & Shrubland"
43.55305556,120.675,192.51,6.98333,415,181944,1476,2812,0.438972,3.78187,7.34066,1.29766,8.61462,15.2903,13.4033,284,147.875,0.136889,"Temperate Grassland, Meadow & Shrubland"
43.54194444,120.5588889,127.04,6.98198,403,184161,1486,2714,0.443874,3.3588,7.4487,1.3332,7.56708,25.5148,17.1759,309,99.1554,0.126123,"Temperate Grassland, Meadow & Shrubland"
43.58333333,82.58333333,47.3,9.725,199,185194,1512,1315,0.29893,2.9639,8.0097,1.3441,9.9152,36.548,19.266,803,174.963,0.992584,"Alpine Scrub, Forb Meadow & Grassland"
43.53333333,118.65,96.7,6.025,362,184342,1399,2586,0.44361,4.2443,7.4759,1.3364,9.5675,32.243,15.585,628,145.822,1.05661,"Temperate Grassland, Meadow & Shrubland"
44.05,116.0333333,445.6,3.11667,258,186307,1332,1936,0.55741,5.6343,6.8808,1.3002,10.108,29.768,17.613,970,21.8028,0.0762499,"Temperate Grassland, Meadow & Shrubland"
43.53333333,118.65,101.1,6.025,362,184342,1399,2586,0.44361,4.2443,7.4759,1.3364,9.5675,32.243,15.585,628,145.822,1.05661,"Temperate Grassland, Meadow & Shrubland"
44.05,118.15,190.7,2.79167,358,182533,1261,2838,0.63742,8.0382,6.4405,1.1792,12.61,25.085,15.644,1108,77.8513,6.82499,"Temperate Grassland, Meadow & Shrubland"
43.21666667,119.45,127.5,6.825,388,182437,1445,2684,0.49638,4.4887,7.3853,1.2806,9.0428,30.078,18.323,475,52.6674,0.48451,"Temperate Grassland, Meadow & Shrubland"
43.21666667,119.45,323.9,6.825,388,182437,1445,2684,0.49638,4.4887,7.3853,1.2806,9.0428,30.078,18.323,475,52.6674,0.48451,"Temperate Grassland, Meadow & Shrubland"
44.03333333,114.9666667,119.6,1.675,235,185787,1329,1767,0.55987,3.2503,7.0415,1.3462,5.8054,35.464,18.196,1141,201.364,2.15288,"Temperate Grassland, Meadow & Shrubland"
43.66666667,116.6666667,36.1,0.958333,317,183032,1187,2668,0.51849,5.069,7.1753,1.2756,9.7763,11.472,11.494,1210,115.349,0.286595,"Temperate Grassland, Meadow & Shrubland"
43.6,121.3,272.5,7.14167,417,184685,1472,2831,0.43669,3.1997,7.3828,1.3458,7.3273,19.564,19.669,241,60.8046,0.120518,"Temperate Grassland, Meadow & Shrubland"
43.28333333,120.3,90.1,6.95833,398,184699,1455,2734,0.4655,3.8193,7.3539,1.3222,8.2047,20.015,15.268,341,79.597,0.114047,"Temperate Grassland, Meadow & Shrubland"
43.95,115.05,92,1.39167,240,187038,1304,1839,0.52752,3.4887,7.0574,1.3559,6.6134,32.473,16.155,1207,314.825,3.10708,"Temperate Grassland, Meadow & Shrubland"
43.62123457,116.639321,328.8,1.17074,319,183308,1196,2665,0.52522,4.55412,7.1071,1.34824,8.69302,26.8649,14.7305,1240,85.8375,4.89832,"Temperate Grassland, Meadow & Shrubland"
43.62123457,116.639321,219.3,1.17074,319,183308,1196,2665,0.52522,4.55412,7.1071,1.34824,8.69302,26.8649,14.7305,1240,85.8375,4.89832,"Temperate Grassland, Meadow & Shrubland"
43.62123457,116.639321,187,1.17074,319,183308,1196,2665,0.52522,4.55412,7.1071,1.34824,8.69302,26.8649,14.7305,1240,85.8375,4.89832,"Temperate Grassland, Meadow & Shrubland"
43.72,116.63,175.05,1.055,309,183390,1196,2579,0.497411,4.80226,7.11398,1.33064,9.65666,21.361,14.5501,1197,131.705,2.00313,"Temperate Grassland, Meadow & Shrubland"
43.9,115.8333333,187.99,1.95833,267,186275,1299,2054,0.51188,4.2705,7.0756,1.3967,8.3427,33.65,18.239,1191,100.768,0.826454,"Temperate Grassland, Meadow & Shrubland"
43.6,113.9833333,105.61,3.24167,217,190501,1464,1482,0.5052,2.9674,7.1692,1.4601,5.8738,25.715,18.127,1063,332.122,0.376572,Cool Semi-Desert Scrub & Grassland
43.60444444,-103.4211111,220.513,7.98741,454,178312,1516,2993,0.464141,6.94609,6.73332,1.49475,15.0658,27.0466,16.9187,1266,159.26,1.54528,"Temperate Grassland, Meadow & Shrubland"
43.95,116.1166667,74.74416667,2.6,276,184391,1307,2111,0.51242,3.3586,7.1354,1.4839,6.5544,35.893,18.359,1006,294.057,0.875338,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,255,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,162.6073871,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,166.423,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,198.718,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,234.114,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,184.975,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,187.125,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,176.15,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,198.9935,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,142.1645,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.6,116.7,208,0.975,323,183945,1183,2728,0.48219,4.961,7.0884,1.3394,10.288,23.379,14.602,1266,172.763,1.79523,"Temperate Grassland, Meadow & Shrubland"
43.57,-103.48,344,7.805,455,178312,1498,3033,0.475072,5.85662,6.91854,1.50092,12.3168,24.6913,16.5128,1282,122.938,1.61264,"Temperate Grassland, Meadow & Shrubland"
43.53333333,116.6666667,209.7806667,0.883333,322,184147,1183,2720,0.52333,5.3885,7.0409,1.2768,10.296,19.587,11.715,1276,124.009,0.653346,"Temperate Grassland, Meadow & Shrubland"
43.53333333,116.6666667,131.2333333,0.883333,322,184147,1183,2720,0.52333,5.3885,7.0409,1.2768,10.296,19.587,11.715,1276,124.009,0.653346,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,172.6235,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
43.63333333,116.7,189.208,1.11667,318,183346,1189,2673,0.49979,5.5341,7.0786,1.2724,11.073,27.248,13.458,1188,211.5,0.576684,"Temperate Grassland, Meadow & Shrubland"
