Lat,Lon,ANPP,MAT,MAP,SOL,PET,AI,STN,SOC,PH,BD,CN,SILT,CLAY,ELEV,ASP,SLOPE,Formation
47.7849,108.466,121.54,-1.42123,279,168057,1013,2756,0.513257,5.6253,6.9809,1.38882,10.9605,23.2865,16.6383,1313,148.479,0.0887132,"Temperate Grassland, Meadow & Shrubland"
47.5,-102,183,5.5,420,161786,1234,3403,0.81884,6.9392,6.6824,1.4898,8.4745,29.699,17.618,589,90.2211,1.39309,"Temperate Grassland, Meadow & Shrubland"
47.5,-102,77,5.5,420,161786,1234,3403,0.81884,6.9392,6.6824,1.4898,8.4745,29.699,17.618,589,90.2211,1.39309,"Temperate Grassland, Meadow & Shrubland"
47.5,-102,200,5.5,420,161786,1234,3403,0.81884,6.9392,6.6824,1.4898,8.4745,29.699,17.618,589,90.2211,1.39309,"Temperate Grassland, Meadow & Shrubland"
46.6,86.02,44.9,5.46667,207,179302,1427,1450,0.448298,2.74144,7.71952,1.29836,6.11442,29.7446,23.7758,1025,282.772,1.89883,Cool Semi-Desert Scrub & Grassland
46.69,86.1,47.9,4.34667,213,178281,1348,1581,0.426464,2.5301,7.74578,1.33124,5.93246,31.81,18.6998,1043,299.581,1.50261,Cool Semi-Desert Scrub & Grassland
46.81,86.29,119.4,3.76433,221,177777,1320,1675,0.435398,2.44994,7.69411,1.34191,5.62687,32.0852,23.199,1112,162.131,0.751624,Cool Semi-Desert Scrub & Grassland
46.97,86.52,58.8,3.99067,246,174700,1303,1882,0.446498,4.56364,7.35068,1.31099,10.2216,36.5848,20.1431,1235,126.691,1.68062,Cool Semi-Desert Scrub & Grassland
47.28,86.18,46.6,3.088,265,174689,1265,2093,0.444278,2.39318,7.35908,1.31457,5.3866,30.0528,18.1294,1166,44.5742,1.11114,Cool Semi-Desert Scrub & Grassland
47.13,86.65,51.3,4.53833,224,175485,1330,1682,0.434982,2.63164,7.49026,1.33558,6.0513,36.7802,20.72,1132,46.695,1.59798,Cool Semi-Desert Scrub & Grassland
47.06,89.49,63.8,3.46867,161,176049,1242,1295,0.459945,3.5633,7.26656,1.20318,7.7359,36.4672,24.5978,1211,220.253,11.4988,"Alpine Scrub, Forb Meadow & Grassland"
46.54,90.01,92,3.50767,153,179323,1254,1222,0.446816,1.70923,7.16921,1.30814,3.82563,28.8763,25.5541,1207,244.08,1.67985,"Alpine Scrub, Forb Meadow & Grassland"
46.44,90.05,62.9,4.02,149,179733,1284,1161,0.427914,1.55148,7.21184,1.31298,3.62558,30.0884,25.5652,1126,241.554,1.23398,"Alpine Scrub, Forb Meadow & Grassland"
46.27,118.54,99,0.134667,312,175914,1138,2740,0.530872,4.24112,7.02048,1.37193,7.99032,21.8409,11.3094,865,347.664,0.893989,"Temperate Grassland, Meadow & Shrubland"
46.6,119.5,148.7,-1.55,397,171011,1043,3803,0.5151,5.8804,6.9204,1.3077,11.416,34.247,23.427,1078,96.1516,1.13604,"Temperate Grassland, Meadow & Shrubland"
47.22,85.71,265.8,-0.0276665,385,168515,1028,3745,0.7023,9.98073,7.09291,1.14527,14.2043,42.7505,21.7006,2060,73.0898,5.49025,Cool Semi-Desert Scrub & Grassland
46.63305556,120.3830556,242.8,0.895648,411,172827,1139,3607,0.613904,7.07089,6.41988,1.19246,11.519,25.5247,16.307,830,284.268,2.92546,"Temperate Grassland, Meadow & Shrubland"
46.63333333,122.3833333,187.2,3.75833,417,175412,1254,3324,0.54499,6.7971,7.1661,1.2743,12.472,30.149,17.784,328,287.818,0.846443,"Temperate Grassland, Meadow & Shrubland"
47.17,38,458.7,9.585,527,143432,1054,4995,0.781524,8.67658,7.36458,1.23582,11.1044,43.3392,38.828,50,193.73,0.573946,Cool Semi-Desert Scrub & Grassland
46.58333333,124.5,226.28,3.975,436,170087,1216,3583,0.63445,7.0786,7.5762,1.2549,11.157,27.199,24.184,146,219.098,0.097388,"Temperate Grassland, Meadow & Shrubland"
47.0697,7.0627,512,8.83033,1003,143339,904,11098,0.660714,11.9659,5.65831,1.194,18.3289,23.1132,24.5087,645,176.478,8.77164,"Alpine Scrub, Forb Meadow & Grassland"
47.066,7.0496,535,8.79935,1004,142798,896,11205,0.716827,11.913,6.07258,1.2326,16.6127,19.8009,26.3701,627,152.818,9.48642,"Alpine Scrub, Forb Meadow & Grassland"
47.0096,7.5705,462,8.50139,1152,145214,907,12697,0.617068,11.9527,5.40154,1.18335,19.401,26.2871,20.0114,659,311.484,4.71142,"Alpine Scrub, Forb Meadow & Grassland"
46.9955,7.4615,754,8.97952,1049,145470,919,11408,0.622827,9.27913,6.3451,1.25613,14.8923,25.0418,25.1175,553,247.145,1.80939,"Alpine Scrub, Forb Meadow & Grassland"
46.746,7.5887,153,9.03467,1042,147118,935,11140,0.605683,9.09301,6.45474,1.28647,15.0163,32.6503,23.3391,577,27.8427,0.9691,"Alpine Scrub, Forb Meadow & Grassland"
46.4621,8.9241,414,8.37614,1498,149686,967,15484,0.769914,13.1293,5.18149,1.1075,17.0522,24.1341,22.6293,789,80.551,16.4566,"Alpine Scrub, Forb Meadow & Grassland"
46.3643,8.075,176,5.5934,990,159021,917,10788,0.910109,13.8342,4.99603,1.03099,16.8009,24.6293,19.0174,1171,307.918,18.446,"Alpine Scrub, Forb Meadow & Grassland"
46.3608,8.0611,550,6.15334,985,158229,930,10573,0.725006,13.2253,5.01884,1.04428,18.4142,27.2114,20.4517,1111,299.73,19.8827,"Alpine Scrub, Forb Meadow & Grassland"
46.38194444,-105.9555556,94.0171,7.80648,337,168136,1461,2309,0.429534,4.92978,6.92779,1.4855,11.5132,36.7677,25.2786,792,163.876,2.05644,"Temperate Grassland, Meadow & Shrubland"
46.77,-100.92,44,5.59633,429,162362,1238,3464,0.815901,6.62522,6.79642,1.50319,8.13337,38.6145,23.6765,583,269.417,0.468253,"Temperate Grassland, Meadow & Shrubland"
46.4,-119.55,98,11.35,205,170129,1582,1295,0.26595,2.5349,7.1178,1.571,9.5315,44.27,13.758,386,53.4057,3.61574,"Temperate Grassland, Meadow & Shrubland"
47.32,-114.27,272,7.732,417,162990,1272,3279,0.574712,7.31966,6.74542,1.56305,12.6876,42.7127,20.4948,1071,268.646,11.9718,Cool Semi-Desert Scrub & Grassland
46.4,-119.55,111.1111111,11.35,205,170129,1582,1295,0.26595,2.5349,7.1178,1.571,9.5315,44.27,13.758,386,53.4057,3.61574,"Temperate Grassland, Meadow & Shrubland"
46.9,-103.4,222.2222222,6.66667,388,165179,1411,2749,0.62572,7.5489,6.9775,1.4707,12.064,40.961,21.317,816,62.7493,2.25117,"Temperate Grassland, Meadow & Shrubland"
47.17,12.5,400,-1.38667,1510,148628,624,24189,1.17396,17.0846,5.59144,0.92317,14.5606,12.0082,15.7358,2521,234.994,16.683,"Alpine Scrub, Forb Meadow & Grassland"
47.22,11.33,344.4444444,5.407,1045,147193,878,11903,0.994505,14.1744,4.94018,0.86976,14.714,32.4915,13.1579,1434,17.7379,16.3705,"Alpine Scrub, Forb Meadow & Grassland"
47.32,-114.27,277.7777778,7.732,417,162990,1272,3279,0.574712,7.31966,6.74542,1.56305,12.6876,42.7127,20.4948,1071,268.646,11.9718,Cool Semi-Desert Scrub & Grassland
46.4,-119.55,72,11.35,205,170129,1582,1295,0.26595,2.5349,7.1178,1.571,9.5315,44.27,13.758,386,53.4057,3.61574,"Temperate Grassland, Meadow & Shrubland"
46.65,-99.35,368.5,4.98333,439,158041,1190,3687,0.92593,6.9532,7.2258,1.4732,7.5094,31.254,20.916,596,282.932,0.533367,"Temperate Grassland, Meadow & Shrubland"
46.65,-99.35,367,4.98333,439,158041,1190,3687,0.92593,6.9532,7.2258,1.4732,7.5094,31.254,20.916,596,282.932,0.533367,"Temperate Grassland, Meadow & Shrubland"
46.9,-102.82,350.5,5.71333,420,164423,1299,3234,0.602088,6.77896,6.69956,1.48462,11.2614,29.2052,19.3102,762,130.958,0.6086,"Temperate Grassland, Meadow & Shrubland"
46.77719,9.97533,43,-2.566,1295,161255,651,19869,1.1646,17.3031,5.64198,0.946084,14.8569,8.9398,17.0417,2658,161.972,8.29707,"Alpine Scrub, Forb Meadow & Grassland"
46.79147,9.97692,89,-1.39731,1244,159180,690,18072,1.16999,17.6648,5.58647,0.887533,15.1217,11.0422,16.5055,2414,299.319,14.8172,"Alpine Scrub, Forb Meadow & Grassland"
46.81831,9.97766,94,0.868985,1074,155391,758,14179,1.15692,15.2337,5.53534,0.865072,13.1727,18.334,13.4615,2000,241.851,9.14796,"Alpine Scrub, Forb Meadow & Grassland"
46.82676,9.97203,120,0.895166,1084,155265,758,14292,1.17418,13.9201,5.52785,0.891624,11.8673,19.4252,13.7471,1978,270.5,17.6202,"Alpine Scrub, Forb Meadow & Grassland"
46.83607,9.96617,143,1.6303,1024,154083,778,13165,1.22519,13.9403,5.34107,0.873745,11.4064,24.0191,12.4732,1809,254.866,22.4213,"Alpine Scrub, Forb Meadow & Grassland"
46.51666667,-106.6333333,115.5,7.44167,299,169412,1469,2034,0.51616,4.4478,7.449,1.4845,8.617,43.43,26.887,845,292.47,1.6927,"Temperate Grassland, Meadow & Shrubland"
46.58,9.79,487,-0.0976667,1095,160242,735,14915,1.17571,16.8584,5.30617,0.919761,14.3476,18.4196,13.7345,2332,180.189,11.0588,"Alpine Scrub, Forb Meadow & Grassland"
47.17,11,85,-0.955,1193,151610,662,18074,1.18168,17.4918,5.59332,0.928692,14.7974,11.4226,15.8998,2467,193.102,12.2455,"Alpine Scrub, Forb Meadow & Grassland"
45.45,84.42,67.4,7.28833,165,181318,1548,1062,0.394754,1.76196,7.80586,1.36842,4.46398,33.5478,21.4042,846,180.195,0.982329,Cool Semi-Desert Scrub & Grassland
45.58,84.22,118,6.06967,226,177434,1430,1579,0.405016,2.79561,7.64285,1.36911,6.89814,33.1158,24.1192,1149,275.706,0.241453,Cool Semi-Desert Scrub & Grassland
46.24,84.11,88.9,4.91167,231,177316,1348,1715,0.402365,3.97409,7.66775,1.34998,9.85262,30.9406,23.227,974,190.931,1.63331,Cool Semi-Desert Scrub & Grassland
46.11,90.18,28.2,5.003,143,180435,1347,1057,0.418238,1.50836,7.46543,1.3163,3.60545,29.3525,26.3748,1057,226.811,1.66812,"Alpine Scrub, Forb Meadow & Grassland"
45.59,117.04,80.7,1.07967,247,180829,1202,2053,0.511872,4.50028,7.08924,1.4181,8.7925,31.4174,17.5562,914,272.703,1.15497,"Temperate Grassland, Meadow & Shrubland"
45.41,116.91,52.9,1.60133,246,181273,1223,2009,0.505917,4.13428,7.02234,1.4473,8.17182,29.0963,15.9502,912,131.136,1.33276,"Temperate Grassland, Meadow & Shrubland"
45.27,116.91,154.1,1.06,258,180581,1201,2148,0.508099,5.91236,7.13727,1.19862,11.6346,20.6374,10.1072,1030,121.373,1.62488,"Temperate Grassland, Meadow & Shrubland"
45.51,83.9,98.2,4.28333,273,175155,1297,2104,0.438568,3.76202,7.0386,1.33782,8.57718,34.388,23.384,1439,117.581,1.47816,Cool Semi-Desert Scrub & Grassland
45.59,83.65,127.6,1.50833,328,172505,1106,2969,0.536548,5.24668,6.92024,1.21406,9.7832,40.541,21.5382,1835,190.096,2.38289,Cool Semi-Desert Scrub & Grassland
45.79,83.56,60.5,3.80767,287,175578,1256,2286,0.448157,5.05797,6.97594,1.26185,11.2769,39.7317,20.8713,1509,307.979,3.05608,Cool Semi-Desert Scrub & Grassland
45.63333333,122.8333333,493.5,5.75,414,178655,1357,3049,0.53669,4.0522,7.4051,1.3148,7.5503,26.237,21.195,153,55.5316,0.0618716,"Temperate Grassland, Meadow & Shrubland"
46.1,123,445.4,5.14167,407,175538,1316,3091,0.58412,6.3468,7.4082,1.2882,10.866,35.078,23.703,160,58.2188,0.291766,"Temperate Grassland, Meadow & Shrubland"
45.71666667,125.2333333,220.5,4.575,478,171203,1221,3912,0.6696,6.9789,7.5894,1.2505,10.422,22.695,27.742,147,37.4327,0.0713548,"Temperate Grassland, Meadow & Shrubland"
45.7204,108.562,9.91,1.76027,141,180844,1234,1139,0.459046,2.41453,7.48755,1.37375,5.2611,29.8379,16.8468,1114,346.272,1.18247,Cool Semi-Desert Scrub & Grassland
45.8983,9.0094,798,8.1029,1259,159408,979,12847,0.775792,12.8527,5.10382,1.05637,16.5634,24.7927,21.8739,1041,146.637,7.3826,"Alpine Scrub, Forb Meadow & Grassland"
45.8795,8.9943,540,10.1079,1344,156598,1007,13339,0.803391,13.8698,5.59988,1.11803,17.3044,24.238,20.9336,620,238.046,15.3346,"Alpine Scrub, Forb Meadow & Grassland"
45.4,-93.2,140,6.38333,743,153476,1044,7111,0.67498,8.3825,5.7593,1.5488,12.419,22.47,17.259,281,164.281,0.199722,"Temperate Grassland, Meadow & Shrubland"
45.4,-93.2,150,6.38333,743,153476,1044,7111,0.67498,8.3825,5.7593,1.5488,12.419,22.47,17.259,281,164.281,0.199722,"Temperate Grassland, Meadow & Shrubland"
45.4,-93.2,230,6.38333,743,153476,1044,7111,0.67498,8.3825,5.7593,1.5488,12.419,22.47,17.259,281,164.281,0.199722,"Temperate Grassland, Meadow & Shrubland"
45.4,-93.2,310,6.38333,743,153476,1044,7111,0.67498,8.3825,5.7593,1.5488,12.419,22.47,17.259,281,164.281,0.199722,"Temperate Grassland, Meadow & Shrubland"
45.57,-93.58,133.5611,6.15033,743,153317,1035,7176,0.648358,7.55241,5.74421,1.54329,11.6883,31.0565,18.3768,297,130.403,0.172676,"Temperate Grassland, Meadow & Shrubland"
45.78,-110.78,330,2.47467,569,166699,1160,4897,0.56317,10.2855,5.56711,1.53371,18.3412,42.2532,16.0286,2303,114.689,5.05156,Cool Semi-Desert Scrub & Grassland
46.1,123,151.234,5.14167,407,175538,1316,3091,0.58412,6.3468,7.4082,1.2882,10.866,35.078,23.703,160,58.2188,0.291766,"Temperate Grassland, Meadow & Shrubland"
46.1,123,152.023,5.14167,407,175538,1316,3091,0.58412,6.3468,7.4082,1.2882,10.866,35.078,23.703,160,58.2188,0.291766,"Temperate Grassland, Meadow & Shrubland"
46.1,123,159.352,5.14167,407,175538,1316,3091,0.58412,6.3468,7.4082,1.2882,10.866,35.078,23.703,160,58.2188,0.291766,"Temperate Grassland, Meadow & Shrubland"
46.03333333,122.3833333,198.2,4.54167,425,176059,1303,3260,0.52408,5.8758,7.448,1.2993,11.212,30.518,17.526,286,281.933,0.691969,"Temperate Grassland, Meadow & Shrubland"
45.90833333,117.9,160,0.466666,288,177046,1158,2485,0.5108,4.6252,6.9526,1.3687,9.0548,25.12,11.442,972,165.716,1.58324,"Temperate Grassland, Meadow & Shrubland"
46.01472222,11.04583333,344.4444444,5.66514,352,154670,912,3854,1.09406,11.9397,5.70564,0.940623,11.0504,36.4488,13.8477,1573,158.279,11.12,"Alpine Scrub, Forb Meadow & Grassland"
45.53,-102,203,7.13667,425,168089,1399,3037,0.68538,5.59112,6.92448,1.49646,8.163,34.481,23.9124,725,119.344,0.380246,"Temperate Grassland, Meadow & Shrubland"
45.78,-110.78,249,2.47467,569,166699,1160,4897,0.56317,10.2855,5.56711,1.53371,18.3412,42.2532,16.0286,2303,114.689,5.05156,Cool Semi-Desert Scrub & Grassland
45.02,81.15,97.9,5.18,309,178903,1299,2374,0.44936,3.2321,7.31986,1.26432,7.19284,39.8726,23.956,1224,121.528,1.5667,"Alpine Scrub, Forb Meadow & Grassland"
45.01,80.98,61.3,4.563,345,176840,1253,2754,0.504138,3.1462,6.91805,1.19265,6.24489,43.2969,20.4444,1436,145.691,2.77975,"Alpine Scrub, Forb Meadow & Grassland"
44.86,81.25,143.4,5.33667,331,177878,1292,2559,0.496182,2.41382,6.99628,1.19984,4.86502,42.9122,23.5874,1411,108.506,1.74131,"Alpine Scrub, Forb Meadow & Grassland"
