Lat,Lon,BNPP,MAT,MAP,SOL,PET,AI,STN,SOC,PH,BD,CN,SILT,CLAY,ELEV,ASP,SLOPE,Formation
37.02,99.57,152.25,0.616333,297,197222,1231,2411,0.7239,6.90891,7.02695,1.18659,9.5444,40.4334,20.0416,3226,102.154,0.405238,"Alpine Scrub, Forb Meadow & Grassland"
37.29,99.58,787.1,-1.76733,326,196748,1106,2943,0.756698,6.90754,6.72082,1.14909,9.12846,43.5094,17.3496,3502,150.97,1.46,"Alpine Scrub, Forb Meadow & Grassland"
37.4,-122.2333333,268.18,13.8833,586,200290,1477,3965,0.67336,7.1996,6.1973,1.543,10.692,40.853,24.358,157,191.014,2.21221,"Mediterranean Scrub, Grassland & Forb Meadow"
36.95,-96.55,542,14.125,920,187782,1654,5561,0.57983,9.0888,5.9128,1.5373,15.675,54.331,29.978,397,259.972,0.352079,"Temperate Grassland, Meadow & Shrubland"
36.52861111,-102.8336111,394.012,12.3664,411,213595,2102,1954,0.43867,3.6492,7.74355,1.57669,8.31874,23.7325,26.734,1370,113.02,0.354715,"Temperate Grassland, Meadow & Shrubland"
36.64583333,-101.2216667,374.251,13.8775,459,209712,2091,2193,0.410654,3.87737,7.58346,1.56056,9.43674,34.8328,19.6706,847,169.184,0.593754,"Temperate Grassland, Meadow & Shrubland"
36.43444444,-99.39944444,426.347,14.2967,591,201387,1926,3070,0.425474,4.22423,7.50541,1.49402,9.93114,45.3351,18.2899,598,44.3362,0.692428,"Temperate Grassland, Meadow & Shrubland"
36.125,-98.63194444,399.401,14.7681,681,199791,1851,3676,0.434005,4.73077,6.74737,1.54092,10.903,36.4922,17.6348,507,35.4261,0.788522,"Temperate Grassland, Meadow & Shrubland"
35.63055556,-98.50666667,394.012,15.1378,732,199920,1859,3935,0.474797,4.75069,6.46441,1.56774,10.0058,37.5516,19.8877,509,239.548,0.575678,"Temperate Grassland, Meadow & Shrubland"
35.24805556,-98.86138889,424.551,15.6485,732,201635,1934,3783,0.427987,3.85636,6.60544,1.55898,9.0058,32.6451,20.9646,465,75.0013,0.513006,"Temperate Grassland, Meadow & Shrubland"
34.98166667,-97.52055556,340.12,16.1933,920,196274,1774,5183,0.518381,5.87984,5.9848,1.60951,11.3584,38.8746,21.8311,333,111.614,0.574911,"Temperate Grassland, Meadow & Shrubland"
34.98,-97.52,297.02,16.1833,921,196207,1773,5191,0.514646,5.989,5.98896,1.60969,11.6588,39.1656,21.9736,331,98.3597,0.571598,"Temperate Grassland, Meadow & Shrubland"
34.98333333,-97.51666667,405,16.2167,920,196239,1773,5187,0.53116,5.7053,5.9579,1.6075,10.741,39.069,21.644,333,127.625,0.509346,"Temperate Grassland, Meadow & Shrubland"
34.98333333,-97.51666667,360.9676923,16.2167,920,196239,1773,5187,0.53116,5.7053,5.9579,1.6075,10.741,39.069,21.644,333,127.625,0.509346,"Temperate Grassland, Meadow & Shrubland"
35.3,-101.53,633,13.6417,517,214153,2136,2418,0.578524,5.13842,7.33114,1.68516,8.88238,48.0424,30.9118,1078,118.284,0.185955,"Temperate Grassland, Meadow & Shrubland"
35,38,108,16.075,183,219192,2133,857,0.23224,2.4981,8.2308,1.4444,10.757,42.099,42.329,920,23.0355,1.26067,"Mediterranean Scrub, Grassland & Forb Meadow"
35.3,-101.53,633.3333333,13.6417,517,214153,2136,2418,0.578524,5.13842,7.33114,1.68516,8.88238,48.0424,30.9118,1078,118.284,0.185955,"Temperate Grassland, Meadow & Shrubland"
34.50138889,-96.61638889,329.341,16.1125,1019,193486,1648,6180,0.51699,6.43872,6.02001,1.63228,12.4596,35.4364,22.1179,332,208.09,0.546724,"Temperate Grassland, Meadow & Shrubland"
34.03055556,-95.42333333,383.234,16.8439,1187,190961,1583,7491,0.529463,4.86592,6.06563,1.61237,9.18572,41.0357,26.5421,132,54.3684,0.417223,"Temperate Grassland, Meadow & Shrubland"
34.49166667,99.85833333,792.44,-3.59167,512,178933,869,5890,0.85989,9.9463,6.4614,1.0086,11.567,35.229,14.567,4258,222.808,8.24575,"Alpine Scrub, Forb Meadow & Grassland"
34.49166667,99.85833333,1347.97,-3.59167,512,178933,869,5890,0.85989,9.9463,6.4614,1.0086,11.567,35.229,14.567,4258,222.808,8.24575,"Alpine Scrub, Forb Meadow & Grassland"
34.49166667,99.85833333,1308.86,-3.59167,512,178933,869,5890,0.85989,9.9463,6.4614,1.0086,11.567,35.229,14.567,4258,222.808,8.24575,"Alpine Scrub, Forb Meadow & Grassland"
32.81666667,102.5666667,419.535,2.8,706,159000,988,7142,0.71734,8.9067,6.2207,1.0382,12.416,41.284,20.78,3484,229.865,0.606913,"Alpine Scrub, Forb Meadow & Grassland"
32.6,-106.85,114.5333333,15.2,272,239290,2383,1140,0.25185,2.4107,7.8009,1.609,9.5718,26.18,19.8,1321,57.9902,0.395975,Warm Semi-Desert Scrub & Grassland
32.8,102.55,642.293,2.76667,702,159235,985,7122,0.71544,8.2967,6.2074,1.0466,11.597,37.218,20.653,3489,333.272,0.287342,"Alpine Scrub, Forb Meadow & Grassland"
32.65,83,75.26,-4.35833,67,198007,1179,568,0.73242,3.1304,6.998,1.2657,4.2741,42.142,12.013,4971,11.0903,5.11711,"Alpine Scrub, Forb Meadow & Grassland"
32.6,-106.85,147,15.2,272,239290,2383,1140,0.25185,2.4107,7.8009,1.609,9.5718,26.18,19.8,1321,57.9902,0.395975,Warm Semi-Desert Scrub & Grassland
33,3,62,19.3,105,233510,2635,398,0.33096,3.6284,7.8465,1.4469,10.963,28.596,29.31,728,150.243,0.108224,"Mediterranean Scrub, Grassland & Forb Meadow"
32,78,633.2979125,-8.15,427,190409,885,4821,0.45828,3.9319,7.8272,1.447,8.5797,42.755,24.939,5253,87.1105,7.49698,"Alpine Scrub, Forb Meadow & Grassland"
31.9,91.7,151.6,-2.45,427,201089,1081,3947,0.70525,5.6356,7.1119,1.3277,7.9909,40.857,9.0493,4693,328.668,3.63323,"Alpine Scrub, Forb Meadow & Grassland"
32.3,88.05,104.86,-3.50833,275,199162,1156,2378,0.79088,3.5031,7.1713,1.3456,4.4293,44.075,10.479,4945,101.781,4.74868,"Alpine Scrub, Forb Meadow & Grassland"
31.48333333,-96.88333333,241,19.1417,918,197201,1810,5069,0.60087,6.2835,7.5898,1.7299,10.457,44.392,40.819,161,61.2209,0.514453,"Temperate Grassland, Meadow & Shrubland"
30.47,79.33,267.5,10.734,2004,200247,1384,14495,0.536488,7.99608,5.91016,1.40134,14.8994,43.4676,24.4573,3181,193.394,25.896,"Alpine Scrub, Forb Meadow & Grassland"
30.5,79.25,280,13.9167,1763,202297,1454,12120,0.60246,8.3938,5.7422,1.3965,13.932,43.666,25.785,2181,189.918,16.7122,"Alpine Scrub, Forb Meadow & Grassland"
30.5,79.25,380,13.9167,1763,202297,1454,12120,0.60246,8.3938,5.7422,1.3965,13.932,43.666,25.785,2181,189.918,16.7122,"Alpine Scrub, Forb Meadow & Grassland"
30.17,78.78,733.5,20.372,1253,211938,1685,7435,0.419557,4.69708,5.93409,1.45082,11.2068,41.2705,23.86,1008,88.3421,5.34383,"Temperate Grassland, Meadow & Shrubland"
30.17,78.78,811,20.372,1253,211938,1685,7435,0.419557,4.69708,5.93409,1.45082,11.2068,41.2705,23.86,1008,88.3421,5.34383,"Temperate Grassland, Meadow & Shrubland"
30.18,79.67,122,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.18,79.67,166,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.18,79.67,188,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.18,79.67,250,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.18,79.67,95,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.25,78.42,116,18.4283,1974,210750,1638,12050,0.509748,4.9982,5.9323,1.40664,9.80276,45.978,24.6354,1506,95.7291,13.3762,"Alpine Scrub, Forb Meadow & Grassland"
30.25,78.42,155,18.4283,1974,210750,1638,12050,0.509748,4.9982,5.9323,1.40664,9.80276,45.978,24.6354,1506,95.7291,13.3762,"Alpine Scrub, Forb Meadow & Grassland"
30.25,78.42,305,18.4283,1974,210750,1638,12050,0.509748,4.9982,5.9323,1.40664,9.80276,45.978,24.6354,1506,95.7291,13.3762,"Alpine Scrub, Forb Meadow & Grassland"
30.25,78.42,281,18.4283,1974,210750,1638,12050,0.509748,4.9982,5.9323,1.40664,9.80276,45.978,24.6354,1506,95.7291,13.3762,"Alpine Scrub, Forb Meadow & Grassland"
8.93,-67.42,194.8,27.783,1221,205497,1872,6516,0.34873,3.26121,5.46026,1.2911,9.34735,21.6426,24.1477,105,301.643,0.544225,Tropical
8.93,-67.42,307,27.783,1221,205497,1872,6516,0.34873,3.26121,5.46026,1.2911,9.34735,21.6426,24.1477,105,301.643,0.544225,Tropical
8,-5,1200,26.5083,1030,208844,1686,6106,0.24863,3.0522,6.2308,1.4024,12.276,18.308,17.341,275,258.961,0.482564,Tropical
6.22,-5.03,1320,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1320,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1900,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1330,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1040,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1220,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1320,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1320,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2040,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1900,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1330,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1040,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,1220,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
-1.33,36.83,353.27,19.0233,797,207697,1678,4746,0.488962,5.9765,6.36791,1.33078,12.2289,24.7493,47.8428,1657,89.3662,0.370829,Warm Semi-Desert Scrub & Grassland
-2.67,34.85,173.474,19.86,802,218833,1819,4408,0.468258,5.78716,6.09314,1.33792,12.3586,23.4566,45.6732,1593,239.734,0.511124,Warm Semi-Desert Scrub & Grassland
-2.63,34.75,299.799,20.0767,807,220786,1823,4427,0.45951,5.6043,6.0253,1.3253,12.2134,19.3924,45.585,1558,127.219,0.963952,Warm Semi-Desert Scrub & Grassland
-2.59,34.73,538.333,19.9483,830,220908,1807,4593,0.50121,6.28075,6.01752,1.29233,12.5576,18.8404,35.585,1589,250.343,3.66387,Warm Semi-Desert Scrub & Grassland
-2.53,34.74,743.432,20.283,820,221650,1846,4440,0.447931,5.32369,5.99474,1.34024,11.886,21.5964,42.7927,1547,294.01,0.487085,Warm Semi-Desert Scrub & Grassland
-2.52,34.55,549.873,20.8783,824,222590,1873,4397,0.4339,4.71564,5.97454,1.31592,10.8718,19.6244,45.7076,1452,281.578,0.590048,Warm Semi-Desert Scrub & Grassland
-2.38,34.7,442.238,20.915,833,222891,1864,4466,0.356534,5.05194,5.97396,1.31206,14.191,18.4474,36.6386,1452,299.277,2.40173,Warm Semi-Desert Scrub & Grassland
-2.3,34.6,525.605,21.675,826,224656,1938,4260,0.41882,4.043,6.1041,1.3208,9.6532,20.945,49.36,1316,105.533,0.397782,Warm Semi-Desert Scrub & Grassland
-2.2,34.43,112,22.09,845,225346,1949,4335,0.395994,3.99772,6.2497,1.35736,10.0921,10.6994,42.5732,1253,219.194,0.300873,Warm Semi-Desert Scrub & Grassland
-2.95,34.75,224.197,19.975,771,219820,1842,4185,0.45563,5.9393,5.9613,1.3305,13.035,22.218,48.495,1595,251.012,0.650875,Warm Semi-Desert Scrub & Grassland
-2.86,34.81,329.043,19.6207,801,218426,1807,4428,0.479546,6.06338,6.14844,1.33246,12.6444,24.7802,47.9872,1643,72.9856,0.400591,Warm Semi-Desert Scrub & Grassland
-2.83,34.76,278.715,19.5033,812,219567,1794,4524,0.470305,5.82879,6.02469,1.33756,12.3945,20.1312,38.2002,1673,81.7845,2.87265,Warm Semi-Desert Scrub & Grassland
-10.25305556,-46.66777778,970,24.8664,1303,199391,1617,8056,0.3284,3.5811,5.24216,1.27912,10.9124,14.7562,22.0291,418,184.877,0.627777,Tropical
-10.25305556,-46.66777778,1250,24.8664,1303,199391,1617,8056,0.3284,3.5811,5.24216,1.27912,10.9124,14.7562,22.0291,418,184.877,0.627777,Tropical
-18.12,140.88,120,27.028,742,257333,2608,2846,0.179935,2.92229,6.0299,1.26156,16.238,53.153,21.8146,14,272.287,0.0998214,Tropical
-21.96666667,-47.38333333,809,21.8333,1330,182514,1544,8612,0.46338,5.3325,5.8199,1.25,11.508,28.772,28.83,611,87.6181,0.435583,Tropical
-20.98,141.8,91.11111111,25.3783,430,260716,2940,1461,0.148596,1.74724,6.34852,1.27584,11.7608,58.4278,11.6446,143,20.6796,0.0672022,Tropical
-22.37,146.69,77.77777778,23.0833,591,250149,2360,2503,0.138401,3.08984,5.81006,1.29941,22.3143,51.6852,11.0894,234,296.968,0.106086,Tropical
-23.3,150.51,171.1111111,22.56,895,234483,2088,4287,0.173594,3.53406,6.06986,1.22068,20.3586,50.023,9.99832,27,201.8,0.398389,Tropical
-24.65,28.7,325,19.0833,567,241812,2046,2771,0.34684,2.4279,6.3903,1.4524,7.0002,16.189,26.904,1110,327.271,1.03527,"Temperate Grassland, Meadow & Shrubland"
-25.08,146.5,262.2222222,20.295,549,245638,2323,2360,0.14154,2.59354,5.81524,1.29864,18.3468,42.3758,12.5752,474,222.566,0.243646,Tropical
-24.19,150.69,173.3333333,19.8087,756,230723,1886,4009,0.178265,4.28869,6.06416,1.254,24.0833,37.0821,14.9054,416,209.475,1.06015,Tropical
-24.16,150.95,308.8888889,21.68,786,233413,2010,3909,0.156432,3.37162,6.13566,1.26636,21.5634,47.0688,12.9328,104,33.843,0.6875,Tropical
-25.67,151.75,200,20.585,754,227100,1925,3915,0.177818,5.2535,6.26836,1.25328,29.5856,36.2878,14.3268,206,251.235,2.4941,Tropical
-26.4,146.27,60,20.8533,477,243442,2358,2020,0.124646,2.52112,6.02388,1.30742,20.2162,46.3802,11.0332,311,288.866,0.154112,Tropical
-26.4,146.27,165,20.8533,477,243442,2358,2020,0.124646,2.52112,6.02388,1.30742,20.2162,46.3802,11.0332,311,288.866,0.154112,Tropical
-27.03,152.02,155.5555556,18.5373,828,219362,1788,4631,0.166433,5.07927,6.61444,1.23512,30.4118,41.2028,18.7512,379,156.719,1.78304,Tropical
-26.76,148.82,111.1111111,20.207,570,233763,2134,2671,0.143239,3.16163,6.24881,1.31003,22.0471,50.6187,13.5381,304,76.2214,0.880184,Tropical
-26.58,148.77,126.6666667,20.2287,576,233973,2127,2706,0.150084,3.85945,6.1703,1.32999,25.7786,49.569,16.5834,314,150.379,0.282881,Tropical
-26.48,148.68,124.4444444,19.9573,572,235165,2116,2702,0.142476,4.29941,6.3256,1.31904,30.1428,57.7228,14.4813,318,204.092,0.482668,Tropical
-27.75,152.45,220,19.5333,877,217794,1848,4744,0.16157,5.0081,6.4043,1.2187,30.996,33.198,17.016,103,128.614,0.594202,Tropical
-31.5,-57.3,398.692,18.4,1348,199505,1666,8089,0.63938,7.0482,5.5648,1.1968,11.024,33.929,28.641,135,241.839,0.321857,"Temperate Grassland, Meadow & Shrubland"
-31.62,-64.81,723.41,9.64433,662,204252,1632,4052,0.524706,5.79802,6.67828,1.13874,11.0705,30.4936,21.4426,2178,233.71,1.41742,"Mediterranean Scrub, Grassland & Forb Meadow"
-31.9,-55.8,368.411,18,1287,194191,1590,8090,0.56657,6.5586,5.3767,1.1889,11.576,22.382,29.299,137,138.107,0.51334,"Temperate Grassland, Meadow & Shrubland"
-33.1,-54.2,351.625,16.8083,1319,189207,1366,9655,0.67696,8.6625,5.6887,1.1728,12.796,38.444,30.729,110,51.201,0.55384,"Temperate Grassland, Meadow & Shrubland"
-34.33,-56.97,390.55,16.8593,1168,194473,1530,7627,0.747125,8.6043,6.00229,1.17809,11.5187,37.0824,29.9816,54,196.074,0.421341,"Temperate Grassland, Meadow & Shrubland"
-34.5,-56.5,359.998,16.675,1097,195947,1494,7339,0.7249,7.8456,5.8131,1.1593,10.823,48.61,26.48,30,122.363,0.520223,"Temperate Grassland, Meadow & Shrubland"
-34,-57.4,385.236,16.9583,1182,196180,1531,7720,0.75973,8.5849,5.8084,1.1747,11.3,32.862,30.338,102,249.473,0.914561,"Temperate Grassland, Meadow & Shrubland"
-33.8,-59.9,358.345,17.1417,1006,199880,1550,6489,0.66437,6.7552,6.0493,1.2093,10.168,59.008,29.099,37,120.43,0.348835,"Temperate Grassland, Meadow & Shrubland"
-35.22,149.13,741,13.2577,693,205877,1487,4655,0.32987,5.79016,6.32342,1.111,17.5535,33.8061,21.031,586,147.627,0.633145,"Alpine Scrub, Forb Meadow & Grassland"
-35.33,149.36,1045,11.7623,714,204365,1374,5197,0.380978,7.4325,5.90812,1.04467,19.5322,46.4126,19.5714,793,157.922,1.72857,"Alpine Scrub, Forb Meadow & Grassland"
-35.5,-61.8,396.982,15.825,973,198689,1534,6339,0.52818,5.9626,6.7175,1.1997,11.289,37.353,22.84,88,91.8359,0.207922,"Temperate Grassland, Meadow & Shrubland"
-36.26,-58.27,243.56,15.0987,954,191694,1323,7212,0.856588,6.88861,6.83146,1.19498,8.08123,46.3873,27.1845,15,17.9017,0.0331364,"Temperate Grassland, Meadow & Shrubland"
-36.6,-58.1,339.813,14.8083,930,190659,1302,7138,0.71447,7.5484,6.8557,1.1958,10.565,36.925,28.837,20,13.8665,0.0107923,"Temperate Grassland, Meadow & Shrubland"
-37.9,-59.8,417.897,13.675,794,188062,1407,5641,0.69477,5.5967,6.7031,1.2007,8.0554,34.227,28.379,176,118.998,0.0758231,"Temperate Grassland, Meadow & Shrubland"
-37.3,-61.9,338.131,14.5333,848,193921,1561,5432,0.59986,7.1158,6.64,1.2233,11.862,35.188,26.14,210,0,0.11055,"Temperate Grassland, Meadow & Shrubland"
-38.02,-62.03,669,11.3753,818,188540,1496,5467,0.5878,6.16557,6.41856,1.13237,10.5037,24.8494,19.5314,889,66.5873,8.78613,"Temperate Grassland, Meadow & Shrubland"
-38.02,-62.03,695,11.3753,818,188540,1496,5467,0.5878,6.16557,6.41856,1.13237,10.5037,24.8494,19.5314,889,66.5873,8.78613,"Temperate Grassland, Meadow & Shrubland"
-38.02,-62.03,779,11.3753,818,188540,1496,5467,0.5878,6.16557,6.41856,1.13237,10.5037,24.8494,19.5314,889,66.5873,8.78613,"Temperate Grassland, Meadow & Shrubland"
-38.5,-62.2,174.7,14.6083,734,188978,1728,4247,0.50673,5.1237,6.9519,1.2112,10.111,32.706,25.043,163,195.949,0.420406,"Temperate Grassland, Meadow & Shrubland"
